Industry,Company Name,HQ Country,Website,Employee Count,Revenue Estimate,Founded,Company Size,Specialization Tags,Status
Fiber Optics,Sumitomo Electric,Japan,https://global.sei.co.jp,"280,000+","$29B+",1897,Conglomerate,"Optical Fiber, Automotive, Electronics",Verified
Fiber Optics,Furukawa Electric,Japan,https://www.furukawa.co.jp,"48,000+","$8B+",1884,Large Enterprise,"Optical Fiber, Metals, Electronics",Verified
Fiber Optics,YOFC (Yangtze Optical),China,https://www.yofc.com,"15,000+","$1.5B+",1998,Large Enterprise,"Optical Fiber, Preform, Cable",Verified
Fiber Optics,CommScope,USA,https://www.commscope.com,"30,000+","$9B+",1976,Large Enterprise,"Fiber, Cable, Antennas, Ruckus",Verified
Fiber Optics,Hengtong Optic-Electric,China,https://www.hengtonggroup.com,"15,000+","$6B+",1993,Large Enterprise,"Optical Fiber, Cable, Smart Grid",Verified
Fiber Optics,Sterlite Technologies,India,https://www.stl.tech,"5,000+","$1B+",2000,Large Enterprise,"Optical Fiber, Network Integration",Verified
Fiber Optics,Fujikura Ltd.,Japan,https://www.fujikura.co.jp,"58,000+","$6B+",1885,Large Enterprise,"Optical Fiber, Automotive, Electronics",Verified
Fiber Optics,Nexans,France,https://www.nexans.com,"26,000+","$8B+",2000,Large Enterprise,"Optical Cables, Submarine, Electrification",Verified
Fiber Optics,Finisar (II-VI),USA,https://www.ii-vi.com,"25,000+ (II-VI)","$3B+ (II-VI)",1988,Large Enterprise,"Optical Components, Lasers, VCSELs",Verified
Fiber Optics,Infinera Corporation,USA,https://www.infinera.com,"2,500+","$1.5B+",2001,Large Enterprise,"Optical Transport, ICE6, GX",Verified
Fiber Optics,Lumentum,USA,https://www.lumentum.com,"5,000+","$1.7B+",2015,Large Enterprise,"Optical Components, Lasers, ROADMs",Verified
Fiber Optics,ADTRAN,USA,https://www.adtran.com,"1,700+","$700M+",1985,Large Enterprise,"Fiber Access, PON, NG-PON2",Verified
Fiber Optics,Ciena Corporation,USA,https://www.ciena.com,"8,000+","$4B+",1992,Large Enterprise,"Optical Networking, Packet, Software",Verified
Fiber Optics,Accelink Technology,China,https://en.accelink.com,"3,000+","$500M+",2001,Medium Enterprise,"Optical Chips, Modules, Devices",Verified
Fiber Optics,FiberHome,China,https://www.fiberhome.com,"14,000+","$4B+",1999,Large Enterprise,"Optical Comms, Network Security, Data",Verified
Fiber Optics,Huber+Suhner,Switzerland,https://www.hubersuhner.com,"4,500+","$800M+",1864,Large Enterprise,"Fiber Optics Connectors, Cable Systems",Verified
Fiber Optics,Siemon,USA,https://www.siemon.com,"1,000+","$200M+",1903,Medium Enterprise,"Structured Cabling, Data Centers",Verified
Satellite Communications,SpaceX (Starlink),USA,https://www.starlink.com,"13,000+","$4B+",2002,Large Enterprise,"LEO Constellation, Satellite Internet",Verified
Satellite Communications,OneWeb,UK,https://www.oneweb.world,"600+","$100M+",2012,Medium Enterprise,"LEO Constellation, Global Broadband",Verified
Satellite Communications,Intelsat,Luxembourg,https://www.intelsat.com,"1,000+","$2B+",1964,Large Enterprise,"GEO Satellites, Media, Network Services",Verified
Satellite Communications,SES S.A.,Luxembourg,https://www.ses.com,"2,000+","$2B+",1985,Large Enterprise,"GEO/MEO Constellation, Video & Data",Verified
Satellite Communications,Eutelsat,France,https://www.eutelsat.com,"1,000+","$1B+",1977,Large Enterprise,"Broadcast, Broadband, Data Services",Verified
Satellite Communications,Viasat,USA,https://www.viasat.com,"6,000+","$3B+",1986,Large Enterprise,"Satellite Comms, In-Flight WiFi",Verified
Satellite Communications,Telesat,Canada,https://www.telesat.com,"500+","$600M+",1969,Medium Enterprise,"Telesat Lightspeed LEO, GEO Services",Verified
Satellite Communications,Inmarsat (Viasat),UK,https://www.inmarsat.com,"1,800+ (Viasat)","$3B+ (Viasat)",1979,Large Enterprise,"GX Aviation, Maritime, Government",Verified
Satellite Communications,Globalstar,USA,https://www.globalstar.com,"300+","$150M+",1991,Medium Enterprise,"Satellite Voice, Data, SPOT",Verified
Satellite Communications,Iridium Communications,USA,https://www.iridium.com,"600+","$800M+",2001,Medium Enterprise,"Iridium NEXT, Satellite Phone & Data",Verified
Satellite Communications,Thuraya,UAE,https://www.thuraya.com,"200+","$100M+",1997,Medium Enterprise,"Mobile Satellite Services, GSM",Verified
Satellite Communications,ORBCOMM,USA,https://www.orbcomm.com,"500+","$200M+",2001,Medium Enterprise,"M2M, IoT, Asset Tracking",Verified
Satellite Communications,Planet Labs,USA,https://www.planet.com,"1,000+","$200M+",2010,Medium Enterprise,"Dove Satellites, Daily Earth Imaging",Verified
Satellite Communications,Spire Global,USA,https://www.spire.com,"400+","$100M+",2012,Medium Enterprise,"Lemur Cubesats, Weather, AIS, ADS-B",Verified
Satellite Communications,Maxar Technologies,USA,https://www.maxar.com,"4,500+","$2B+",1969,Large Enterprise,"Earth Intelligence, Space Infrastructure",Verified
Satellite Communications,AST SpaceMobile,USA,https://www.ast-science.com,"300+","$50M+",2017,Medium Enterprise,"Space-Based Cellular Broadband",Verified
Satellite Communications,Hughes Network Systems,USA,https://www.hughes.com,"2,000+","$2B+",1971,Large Enterprise,"VSAT, Satellite Broadband, JUPITER",Verified
Satellite Communications,Gilat Satellite Networks,Israel,https://www.gilat.com,"800+","$200M+",1987,Medium Enterprise,"VSAT, Satellite Networking",Verified
Satellite Communications,Avanti Communications,UK,https://www.avanti.space,"200+","$50M+",2002,Medium Enterprise,"HTS, Broadband, EMEA Coverage",Verified
5G Infrastructure,Ericsson,Sweden,https://www.ericsson.com,"105,000+","$26B+",1876,Large Enterprise,"5G RAN, Core, OSS/BSS",Verified
5G Infrastructure,Nokia,Finland,https://www.nokia.com,"87,000+","$25B+",1865,Large Enterprise,"5G RAN, Core, Fixed Networks",Verified
5G Infrastructure,Huawei,China,https://www.huawei.com,"207,000+","$99B+",1987,Conglomerate,"5G End-to-End, Antennas, CloudCore",Verified
5G Infrastructure,ZTE Corporation,China,https://www.zte.com.cn,"74,000+","$17B+",1985,Large Enterprise,"5G RAN, Core, Mobile Devices",Verified
5G Infrastructure,Samsung Networks,South Korea,https://www.samsung.com,"287,000+ (Samsung)","$245B+ (Samsung)",1938,Conglomerate,"5G RAN, vRAN, Chipsets",Verified
5G Infrastructure,Cisco Systems,USA,https://www.cisco.com,"84,900+","$57B+",1984,Conglomerate,"5G Transport, IP, Security",Verified
5G Infrastructure,NEC Corporation,Japan,https://www.nec.com,"112,000+","$27B+",1899,Conglomerate,"5G Open RAN, Core, Submarine",Verified
5G Infrastructure,Fujitsu,Japan,https://www.fujitsu.com,"126,000+","$28B+",1935,Conglomerate,"5G RAN, vDU, O-RAN",Verified
5G Infrastructure,Qualcomm,USA,https://www.qualcomm.com,"51,000+","$38B+",1985,Conglomerate,"5G Modems, RF Front-End, Chipsets",Verified
5G Infrastructure,Mavenir,USA,https://www.mavenir.com,"3,000+","$500M+",2005,Large Enterprise,"Cloud-Native 5G Core, Open RAN",Verified
5G Infrastructure,Parallel Wireless,USA,https://www.parallelwireless.com,"200+","$50M+",2012,Medium Enterprise,"Open RAN, 2G-5G Software",Verified
5G Infrastructure,Airspan Networks,USA,https://www.airspan.com,"500+","$100M+",1992,Medium Enterprise,"5G RAN, Fixed Wireless, Small Cells",Verified
5G Infrastructure,Comba Telecom,Hong Kong,https://www.comba-telecom.com,"5,000+","$1B+",1997,Large Enterprise,"Antennas, Base Stations, Small Cells",Verified
5G Infrastructure,Ceragon Networks,Israel,https://www.ceragon.com,"500+","$100M+",1996,Medium Enterprise,"5G Wireless Backhaul, Microwave",Verified
5G Infrastructure,Druid Software,Ireland,https://www.druidsoftware.com,"50-100","$10M+",2001,Small Enterprise,"Private 5G/4G Core, Raemis",Verified
5G Infrastructure,Athonet,Italy,https://www.athonet.com,"100+","$20M+",2005,Small Enterprise,"Mobile Core, Private LTE/5G",Verified
5G Infrastructure,Altiostar (Rakuten),USA,https://www.altiostar.com,"200+","N/A (Acquired)",2011,Medium Enterprise,"Open vRAN, 4G/5G Software",Verified
5G Infrastructure,Affirmed Networks (Microsoft),USA,https://www.affirmednetworks.com,"500+","N/A (Acquired)",2010,Medium Enterprise,"5G Core, Virtualized EPC",Verified
5G Infrastructure,Metaswitch Networks (Microsoft),UK,https://www.metaswitch.com,"700+","N/A (Acquired)",1981,Medium Enterprise,"Cloud-Native Core, IMS",Verified
IoT Solutions,Sierra Wireless,Canada,https://www.sierrawireless.com,"1,000+","$500M+",1993,Medium Enterprise,"IoT Modules, Gateways, Connectivity",Verified
IoT Solutions,Telit,UK,https://www.telit.com,"800+","$300M+",1986,Medium Enterprise,"IoT Modules, Platforms, Services",Verified
IoT Solutions,Thales Group,France,https://www.thalesgroup.com,"81,000+","$20B+",1893,Conglomerate,"IoT, Cinterion, Aerospace, Defense",Verified
IoT Solutions,Quectel,China,https://www.quectel.com,"3,000+","$1.5B+",2010,Large Enterprise,"IoT Modules, GNSS, Antennas",Verified
IoT Solutions,Sequans Communications,France,https://www.sequans.com,"200+","$50M+",2003,Medium Enterprise,"5G/4G IoT Chips, Monarch",Verified
IoT Solutions,U-blox,Switzerland,https://www.u-blox.com,"1,200+","$500M+",1997,Medium Enterprise,"GNSS, Cellular, Short Range Modules",Verified
IoT Solutions,Actility,France,https://www.actility.com,"200+","$50M+",2010,Medium Enterprise,"ThingPark LPWAN Platform, LoRaWAN",Verified
IoT Solutions,Sigfox,France,https://www.sigfox.com,"400+","$100M+",2010,Medium Enterprise,"0G Network, LPWAN, Global IoT",Verified
IoT Solutions,Losant,USA,https://www.losant.com,"50-100","$10M+",2014,Small Enterprise,"Enterprise IoT Platform, Application Enablement",Verified
IoT Solutions,Software AG,Germany,https://www.softwareag.com,"5,000+","$1B+",1969,Large Enterprise,"Cumulocity IoT, Integration",Verified
IoT Solutions,Altair,USA,https://www.altair.com,"3,000+","$500M+",1985,Large Enterprise,"IoT, Data Analytics, Simulation",Verified
IoT Solutions,C3.ai,USA,https://c3.ai,"800+","$200M+",2009,Medium Enterprise,"Enterprise AI, IoT Applications",Verified
IoT Solutions,ClearBlade,USA,https://www.clearblade.com,"50-100","$10M+",2007,Small Enterprise,"Edge Computing Platform, IoT",Verified
IoT Solutions,Ayla Networks,USA,https://www.aylanetworks.com,"100-200","$20M+",2010,Small Enterprise,"IoT Platform, Agile IoT",Verified
IoT Solutions,Carriots,Spain,https://www.carriots.com,"<50","$5M+",2011,Small Enterprise,"IoT Platform (Acquired by Altair)",Verified
IoT Solutions,ThingWorx (PTC),USA,https://www.ptc.com,"7,000+ (PTC)","$2B+ (PTC)",1998,Large Enterprise,"Industrial IoT, AR, PLM",Verified
IoT Solutions,Octonion SA,Switzerland,https://www.octonion.com,"<50","$5M+",2015,Small Enterprise,"Edge AI Software for IoT",Verified
IoT Solutions,DevicePilot,UK,https://www.devicepilot.com,"<50","$5M+",2015,Small Enterprise,"IoT Service Monitoring, SaaS",Verified
IoT Solutions,Relayr (Munich Re),Germany,https://relayr.io,"200+","$50M+",2012,Medium Enterprise,"Industrial IoT, Analytics, Middleware",Verified
Unified Communications,Mitel Networks,Canada,https://www.mitel.com,"3,500+","$1.3B+",1971,Large Enterprise,"UCaaS, Contact Center, Collaboration",Verified
Unified Communications,RingCentral,USA,https://www.ringcentral.com,"5,000+","$2B+",1999,Large Enterprise,"RingCentral MVP, UCaaS, Video",Verified
Unified Communications,8x8 Inc.,USA,https://www.8x8.com,"2,000+","$600M+",1987,Large Enterprise,"X Series, UCaaS, Contact Center",Verified
Unified Communications,Avaya Holdings,USA,https://www.avaya.com,"9,000+","$3B+",2000,Large Enterprise,"UCaaS, CCaaS, CPaaS",Verified
Unified Communications,Microsoft Teams,USA,https://www.microsoft.com,"221,000+ (Microsoft)","$211B+ (Microsoft)",1975,Conglomerate,"Teams, Collaboration, Voice",Verified
Unified Communications,Zoom Video Communications,USA,https://zoom.us,"7,400+","$4.5B+",2011,Large Enterprise,"Zoom Phone, Meetings, Chat",Verified
Unified Communications,Cisco Webex,USA,https://www.webex.com,"84,900+ (Cisco)","$57B+ (Cisco)",1984,Conglomerate,"Webex, Calling, Meetings",Verified
Unified Communications,LogMeIn (GoTo),USA,https://www.logmein.com,"4,000+","$1.3B+",2003,Large Enterprise,"GoToConnect, GoToMeeting",Verified
Unified Communications,Alcatel-Lucent Enterprise,France,https://www.al-enterprise.com,"2,700+","$700M+",2014,Large Enterprise,"UC, Networking, Rainbow",Verified
Unified Communications,Fuze,USA,https://www.fuze.com,"500+","$200M+",2006,Medium Enterprise,"UCaaS, Contact Center",Verified
Unified Communications,StarLeaf,UK,https://www.starleaf.com,"200+","$50M+",2008,Medium Enterprise,"Video Conferencing, Meetings",Verified
Unified Communications,Dialpad,USA,https://www.dialpad.com,"1,000+","$200M+",2011,Medium Enterprise,"Ai-Powered UCaaS, Contact Center",Verified
Unified Communications,Nextiva,USA,https://www.nextiva.com,"1,000+","$200M+",2006,Medium Enterprise,"UCaaS, CRM, CCaaS",Verified
Unified Communications,Unify (Atos),Germany,https://www.unify.com,"3,000+","N/A",2008,Large Enterprise,"Circuit, OpenScape (Legacy)",Verified
Unified Communications,Windstream Enterprise,USA,https://www.windstreamenterprise.com,"500+","N/A",2006,Medium Enterprise,"UCaaS, SD-WAN, SASE",Verified
Unified Communications,Intermedia,USA,https://www.intermedia.com,"1,000+","$200M+",1991,Medium Enterprise,"Unite, UCaaS, Email",Verified
Unified Communications,Vonage,USA,https://www.vonage.com,"2,200+","$1.4B+",2001,Large Enterprise,"Vonage Business, UCaaS, CPaaS",Verified
Unified Communications,BlueJeans (Verizon),USA,https://www.bluejeans.com,"N/A (Verizon)","$137B+ (Verizon)",2009,Large Enterprise,"Meetings, Events, Interop",Verified
Data Centers,Equinix,USA,https://www.equinix.com,"12,000+","$8B+",1998,Large Enterprise,"Colocation, Interconnection, IX",Verified
Data Centers,Digital Realty,USA,https://www.digitalrealty.com,"3,000+","$5B+",2004,Large Enterprise,"Colocation, Pervasive Datacenter",Verified
Data Centers,NTT Communications,Japan,https://www.ntt.com,"140,000+ (NTT)","$105B+ (NTT)",1999,Conglomerate,"Colocation, Cloud, Global DCs",Verified
Data Centers,CyrusOne,USA,https://cyrusone.com,"600+","$1B+",2001,Large Enterprise,"Colocation, Hyperscale",Verified
Data Centers,QTS Realty Trust,USA,https://www.qtsdatacenters.com,"800+","$600M+",2005,Large Enterprise,"Hyperscale, Colocation, Managed",Verified
Data Centers,CoreSite Realty,USA,https://www.coresite.com,"500+","$700M+",2001,Large Enterprise,"Colocation, Interconnection Campuses",Verified
Data Centers,China Telecom,China,https://www.chinatelecomglobal.com,"280,000+","$65B+",2002,Conglomerate,"IDC, Cloud, Carrier",Verified
Data Centers,China Unicom,China,https://www.chinaunicom.com,"240,000+","$45B+",1994,Conglomerate,"IDC, Cloud, Carrier",Verified
Data Centers,GDS Holdings,China,https://www.gds-services.com,"2,000+","$1B+",2001,Large Enterprise,"Hyperscale Data Centers, Colocation",Verified
Data Centers,Switch,USA,https://www.switch.com,"800+","$500M+",2000,Large Enterprise,"PREMIER Tier 5, Colocation",Verified
Data Centers,ST Telemedia Global DCs,Singapore,https://www.sttelemediagdc.com,"1,000+","$500M+",2000,Large Enterprise,"Colocation, Asia-Pacific, Europe",Verified
Data Centers,Colt DCS,UK,https://www.colt.net,"5,000+ (Colt)","$2B+ (Colt)",1992,Large Enterprise,"Carrier-Neutral, Hyperscale",Verified
Data Centers,Cyxtera Technologies,USA,https://www.cyxtera.com,"1,000+","$700M+",2017,Large Enterprise,"Colocation, Interconnection",Verified
Data Centers,EdgeConneX,USA,https://www.edgeconnex.com,"200+","$50M+",2013,Medium Enterprise,"Edge Data Centers, Infrastructure",Verified
Data Centers,Keppel DC REIT,Singapore,https://www.keppeldcreit.com,"N/A (REIT)","$200M+ (Revenue)",2014,Medium Enterprise,"Data Center Real Estate Investment",Verified
Data Centers,AirTrunk,Australia,https://www.airtrunk.com,"200+","$200M+",2015,Medium Enterprise,"Hyperscale Data Centers, APAC",Verified
Data Centers,Global Switch,UK,https://www.globalswitch.com,"500+","$700M+",1998,Large Enterprise,"Colocation, European Focus",Verified
Data Centers,NextDC,Australia,https://www.nextdc.com,"500+","$200M+",2010,Medium Enterprise,"Colocation, Cloud Connectivity",Verified
Network Security,Palo Alto Networks,USA,https://www.paloaltonetworks.com,"14,000+","$6B+",2005,Large Enterprise,"Next-Gen Firewall, Cortex, Prisma",Verified
Network Security,Fortinet,USA,https://www.fortinet.com,"12,000+","$4B+",2000,Large Enterprise,"Unified Threat Management, FortiGate",Verified
Network Security,Cisco Systems,USA,https://www.cisco.com,"84,900+","$57B+",1984,Conglomerate,"Firepower, Umbrella, AnyConnect",Verified
Network Security,Check Point Software,Israel,https://www.checkpoint.com,"6,000+","$2.3B+",1993,Large Enterprise,"Firewall, SandBlast, Harmony",Verified
Network Security,Juniper Networks,USA,https://www.juniper.net,"10,000+","$5B+",1996,Large Enterprise,"SRX, Mist AI, Contrail",Verified
Network Security,Symantec (Broadcom),USA,https://www.broadcom.com,"20,000+ (Broadcom)","$36B+ (Broadcom)",1982,Large Enterprise,"Endpoint, Web Security, DLP",Verified
Network Security,FireEye (Trellix),USA,https://www.trellix.com,"3,500+","$1B+",2004,Large Enterprise,"XDR, Threat Intelligence",Verified
Network Security,Sophos,UK,https://www.sophos.com,"3,500+","$1B+",1985,Large Enterprise,"Next-Gen Endpoint, Firewall",Verified
Network Security,F5 Networks,USA,https://www.f5.com,"6,800+","$2.7B+",1996,Large Enterprise,"Application Security, Load Balancing",Verified
Network Security,Zscaler,USA,https://www.zscaler.com,"5,000+","$1.5B+",2007,Large Enterprise,"Zero Trust Exchange, ZIA, ZPA",Verified
Network Security,Akamai Technologies,USA,https://www.akamai.com,"9,800+","$3.6B+",1998,Large Enterprise,"Web Application Firewall, CDN",Verified
Network Security,Cloudflare,USA,https://www.cloudflare.com,"3,200+","$1B+",2009,Large Enterprise,"DDoS Mitigation, WAF, CDN",Verified
Network Security,Barracuda Networks,USA,https://www.barracuda.com,"1,700+","$500M+",2003,Medium Enterprise,"Email Security, Network Security",Verified
Network Security,Radware,Israel,https://www.radware.com,"1,200+","$300M+",1997,Medium Enterprise,"DDoS Protection, ADC",Verified
Network Security,WatchGuard Technologies,USA,https://www.watchguard.com,"1,000+","$300M+",1996,Medium Enterprise,"UTM, Firewall, Endpoint",Verified
Network Security,SonicWall,USA,https://www.sonicwall.com,"1,000+","$300M+",1991,Medium Enterprise,"Firewall, Email Security",Verified
Network Security,Forcepoint,USA,https://www.forcepoint.com,"1,500+","$400M+",1994,Medium Enterprise,"CASB, DLP, SASE",Verified
Network Security,McAfee Enterprise,USA,https://www.mcafee.com,"7,000+","$2B+",1987,Large Enterprise,"Endpoint, Data Security, MVISION",Verified
Cloud Telephony,Telnyx,USA,https://telnyx.com,"200+","$50M+",2018,Medium Enterprise,"CPaaS, Elastic SIP, Global Numbers",Verified
Cloud Telephony,Twilio,USA,https://www.twilio.com,"7,800+","$4B+",2008,Large Enterprise,"CPaaS, Segment, Flex",Verified
Cloud Telephony,Vonage,USA,https://www.vonage.com,"2,200+","$1.4B+",2001,Large Enterprise,"Vonage API, CPaaS, UCaaS",Verified
Cloud Telephony,Bandwidth Inc.,USA,https://www.bandwidth.com,"1,100+","$600M+",1999,Medium Enterprise,"CPaaS, API, Numbers",Verified
Cloud Telephony,Plivo,USA,https://www.plivo.com,"200+","$50M+",2011,Medium Enterprise,"CPaaS, SMS, Voice API",Verified
Cloud Telephony,MessageBird,Netherlands,https://www.messagebird.com,"500+","$500M+",2011,Medium Enterprise,"CPaaS, Omnichannel, Inbox",Verified
Cloud Telephony,Aircall,France,https://aircall.io,"500+","$100M+",2014,Medium Enterprise,"Cloud Call Center, Phone System",Verified
Cloud Telephony,JustCall,USA,https://justcall.io,"200+","$50M+",2016,Medium Enterprise,"Cloud Phone, SMS, Contact Center",Verified
Cloud Telephony,Dialpad,USA,https://www.dialpad.com,"1,000+","$200M+",2011,Medium Enterprise,"Ai-Powered UCaaS, Contact Center",Verified
Cloud Telephony,RingCentral,USA,https://www.ringcentral.com,"5,000+","$2B+",1999,Large Enterprise,"RingCentral MVP, UCaaS, Video",Verified
Cloud Telephony,Nextiva,USA,https://www.nextiva.com,"1,000+","$200M+",2006,Medium Enterprise,"UCaaS, CRM, CCaaS",Verified
Cloud Telephony,8x8 Inc.,USA,https://www.8x8.com,"2,000+","$600M+",1987,Large Enterprise,"X Series, UCaaS, Contact Center",Verified
Cloud Telephony,Freshcaller (Freshworks),USA,https://www.freshworks.com,"5,000+ (Freshworks)","$500M+ (Freshworks)",2010,Large Enterprise,"Cloud Contact Center, ITSM",Verified
Cloud Telephony,VoiceSage,Ireland,https://www.voicesage.com,"<50","$5M+",2004,Small Enterprise,"Proactive Customer Communications",Verified
Cloud Telephony,Infobip,Croatia,https://www.infobip.com,"3,000+","$1B+",2006,Large Enterprise,"CPaaS, Omnichannel, Numbers",Verified
Cloud Telephony,Kaleyra,India,https://www.kaleyra.com,"500+","$100M+",2001,Medium Enterprise,"CPaaS, Mobile Marketing",Verified
Cloud Telephony,Voximplant,USA,https://voximplant.com,"<100","$10M+",2012,Small Enterprise,"CPaaS, WebRTC, Contact Center",Verified
Cloud Telephony,Agara,India,https://www.agara.ai,"100+","$20M+",2017,Small Enterprise,"AI-Powered Voice Bots, Automation",Verified
VoIP Services,Skype (Microsoft),USA,https://www.skype.com,"221,000+ (Microsoft)","$211B+ (Microsoft)",2003,Conglomerate,"VoIP, Messaging, Video Calls",Verified
VoIP Services,WhatsApp Calling (Meta),USA,https://www.whatsapp.com,"86,000+ (Meta)","$135B+ (Meta)",2009,Conglomerate,"Encrypted VoIP, Messaging",Verified
VoIP Services,Viber (Rakuten),Japan,https://www.viber.com,"20,000+ (Rakuten)","$40B+ (Rakuten)",2010,Large Enterprise,"VoIP, Messaging, Communities",Verified
VoIP Services,Google Voice,USA,https://voice.google.com,"190,234+ (Google)","$307B+ (Google)",2009,Conglomerate,"Free VoIP, Number, SMS",Verified
VoIP Services,Line Corporation,Japan,https://line.me,"8,000+","$2B+",2000,Large Enterprise,"LINE App, VoIP, Social",Verified
VoIP Services,Discord,USA,https://discord.com,"600+","$300M+",2015,Medium Enterprise,"Voice, Video, Text Chat",Verified
VoIP Services,MagicJack,USA,https://www.magicjack.com,"100+","$50M+",2007,Small Enterprise,"VoIP Device, App, Service",Verified
VoIP Services,Ooma,USA,https://www.ooma.com,"1,000+","$200M+",2004,Medium Enterprise,"Residential & Business VoIP",Verified
VoIP Services,Grasshopper,USA,https://www.grasshopper.com,"N/A (Citrix)","$3.2B+ (Citrix)",2003,Medium Enterprise,"Virtual Phone System",Verified
VoIP Services,Phone.com,USA,https://www.phone.com,"100+","$20M+",2007,Small Enterprise,"Business VoIP, Virtual PBX",Verified
VoIP Services,CallHippo,India,https://callhippo.com,"200+","$50M+",2016,Medium Enterprise,"Virtual Phone System, Sales",Verified
VoIP Services,Jive Communications (LogMeIn),USA,https://www.logmein.com,"4,000+ (LogMeIn)","$1.3B+ (LogMeIn)",2006,Large Enterprise,"Hosted VoIP, UC (GoTo)",Verified
VoIP Services,Fonality (NetFortris),USA,https://www.netfortris.com,"200+","$50M+",2004,Small Enterprise,"UCaaS, Business VoIP",Verified
VoIP Services,Intermedia Unite,USA,https://www.intermedia.com,"1,000+","$200M+",1991,Medium Enterprise,"UCaaS, Hosted PBX",Verified
VoIP Services,MightyCall,USA,https://www.mightycall.com,"100+","$20M+",2011,Small Enterprise,"Virtual Phone System, VoIP",Verified
VoIP Services,OnSIP,USA,https://www.onsip.com,"<100","$10M+",2004,Small Enterprise,"Hosted PBX, Business VoIP",Verified
VoIP Services,VoIP.ms,Canada,https://voip.ms,"<50","$5M+",2007,Small Enterprise,"VoIP Termination, DID",Verified
VoIP Services,3CX,Cyprus,https://www.3cx.com,"100+","$20M+",2005,Small Enterprise,"Software PBX, UC",Verified
VoIP Services,Grandstream,USA,https://www.grandstream.com,"500+","$100M+",2002,Medium Enterprise,"IP Phones, VoIP Gateways",Verified
Telecom Equipment,Huawei,China,https://www.huawei.com,"207,000+","$99B+",1987,Conglomerate,"RAN, Core, Transmission, Devices",Verified
