Industry,Company Name,HQ Country,Website,Employee Count,Revenue Estimate,Founded,Company Size,Specialization Tags,Status
Online Travel Agencies,Peek,USA,https://www.peek.com,"200+","$20M+",2012,Small Enterprise,"Tours, Activities, Booking Platform",Verified
Cruise Lines,Carnival Corporation & plc,USA/UK,https://www.carnivalcorp.com,"150,000+","$22B+",1972,Conglomerate,"Mass-Market, Premium, Luxury Brands",Verified
Cruise Lines,Royal Caribbean Group,USA,https://www.rclcorporate.com,"85,000+","$14B+",1968,Conglomerate,"Mass-Market, Premium, Innovation",Verified
Cruise Lines,Norwegian Cruise Line Holdings,USA,https://www.nclhltd.com,"35,000+","$6B+",1966,Large Enterprise,"Freestyle Cruising, Premium",Verified
Cruise Lines,MSC Cruises,Switzerland,https://www.msccruises.com,"30,000+","$3B+",1987,Large Enterprise,"Family-Owned, Global, Private Islands",Verified
Cruise Lines,Genting Hong Kong,Hong Kong,https://www.gentinghk.com,"10,000+","$1B+",1993,Large Enterprise,"Star Cruises, Dream Cruises, Asia",Verified
Cruise Lines,Disney Cruise Line,USA,https://disneycruise.disney.go.com,"4,000+","$1.5B+",1995,Large Enterprise,"Family, Themed, Entertainment",Verified
Cruise Lines,Ponant,France,https://us.ponant.com,"2,000+","$200M+",1988,Medium Enterprise,"Luxury, Expedition, Yachting",Verified
Cruise Lines,Viking Cruises,Switzerland,https://www.vikingcruises.com,"10,000+","$3B+",1997,Large Enterprise,"River, Ocean, Adult-Focused",Verified
Cruise Lines,Hapag-Lloyd Cruises,Germany,https://www.hl-cruises.com,"2,000+","$200M+",1973,Medium Enterprise,"Expedition, Luxury, German-Speaking",Verified
Cruise Lines,TUI Cruises,Germany,https://www.tuicruises.com,"3,000+","$500M+",2008,Medium Enterprise,"Premium, German-Speaking, Family",Verified
Cruise Lines,AIDA Cruises,Germany,https://www.aida.de,"10,000+","$1B+",1960,Large Enterprise,"Resort-Style, German-Speaking, Party",Verified
Cruise Lines,Costa Cruises,Italy,https://www.costacruises.com,"20,000+","$2B+",1854,Large Enterprise,"Italian Style, Mediterranean, Family",Verified
Cruise Lines,Princess Cruises,USA,https://www.princess.com,"40,000+","$4B+",1965,Large Enterprise,"Love Boat, Premium, Global",Verified
Cruise Lines,Holland America Line,USA,https://www.hollandamerica.com,"16,000+","$2B+",1873,Large Enterprise,"Premium, Classic, Alaska",Verified
Cruise Lines,Cunard Line,UK,https://www.cunard.com,"2,000+","$300M+",1840,Medium Enterprise,"Ocean Liners, British Heritage, Formal",Verified
Cruise Lines,Seabourn Cruise Line,USA,https://www.seabourn.com,"1,500+","$200M+",1987,Medium Enterprise,"Ultra-Luxury, Yacht-Like, All-Suite",Verified
Cruise Lines,Silversea Cruises (Royal Caribbean),Monaco,https://www.silversea.com,"1,500+","$300M+",1994,Medium Enterprise,"Ultra-Luxury, All-Inclusive, Expedition",Verified
Cruise Lines,Celestyal Cruises,Greece,https://www.celestyal.com,"1,000+","$100M+",2014,Medium Enterprise,"Greek Islands, Aegean, Affordable",Verified
Cruise Lines,Paul Gauguin Cruises,France,https://www.pgcruises.com,"500+","$50M+",1997,Small Enterprise,"Luxury, Tahiti, South Pacific",Verified
Car Rental Services,Hertz Global Holdings,USA,https://www.hertz.com,"23,000+","$9B+",1918,Large Enterprise,"Car Rental, Leasing, Sales",Verified
Car Rental Services,Avis Budget Group,USA,https://www.avisbudgetgroup.com,"30,000+","$12B+",1946,Large Enterprise,"Car Rental, Leasing, Truck Rental",Verified
Car Rental Services,Enterprise Holdings,USA,https://www.enterpriseholdings.com,"100,000+","$30B+",1957,Conglomerate,"Car Rental, Leasing, Fleet Mgmt",Verified
Car Rental Services,Europcar Mobility Group,France,https://www.europcar.com,"6,000+","$3B+",1949,Medium Enterprise,"Car Rental, Van, Truck, Europe",Verified
Car Rental Services,Sixt SE,Germany,https://www.sixt.com,"7,000+","$4B+",1912,Medium Enterprise,"Car Rental, Leasing, Premium Fleet",Verified
Car Rental Services,Localiza Rent a Car,Brazil,https://www.localiza.com,"15,000+","$2B+",1973,Large Enterprise,"Car Rental, Leasing, Brazil",Verified
Car Rental Services,Unidas,Brazil,https://www.unidas.com.br,"5,000+","$500M+",1964,Medium Enterprise,"Car Rental, Fleet Mgmt, Brazil",Verified
Car Rental Services,Orix Auto Corporation,Japan,https://www.orixauto.co.jp,"12,000+","$2B+",1973,Large Enterprise,"Car Leasing, Rental, Japan",Verified
Car Rental Services,Toyota Rent a Car,Japan,https://rent.toyota.co.jp,"5,000+","$1B+",1977,Medium Enterprise,"Car Rental, Toyota Vehicles, Japan",Verified
Car Rental Services,Nippon Rent-A-Car,Japan,https://www.nipponrentacar.co.jp,"10,000+","$1B+",1966,Large Enterprise,"Car Rental, Japan",Verified
Car Rental Services,Goldcar Rental,Spain,https://www.goldcar.com,"2,000+","$200M+",1990,Medium Enterprise,"Low-Cost, Leisure, Europe",Verified
Car Rental Services,Keddy by Europcar,France,https://www.keddy.com,"N/A (Europcar)","N/A (Europcar)",2008,Medium Enterprise,"(Part of Europcar)",Verified
Car Rental Services,DriveNow (Sixt),Germany,https://www.share-now.com,"N/A (Sixt)","N/A (Sixt)",2011,Medium Enterprise,"(Merged into SHARE NOW)",Verified
Car Rental Services,Zipcar (Avis),USA,https://www.zipcar.com,"500+","N/A (Avis)",2000,Medium Enterprise,"Car-Sharing, Membership",Verified
Car Rental Services,Turo,USA,https://turo.com,"1,000+","$300M+",2009,Medium Enterprise,"Peer-to-Peer Car Sharing",Verified
Car Rental Services,Getaround,USA,https://www.getaround.com,"500+","$100M+",2009,Medium Enterprise,"Peer-to-Peer Car Sharing, Instant",Verified
Car Rental Services,BlueSG,Singapore,https://www.bluesg.com,"200+","$20M+",2017,Small Enterprise,"Electric Car-Sharing, Singapore",Verified
Car Rental Services,CarClub (Australia),Australia,https://www.carclub.com.au,"<100","$10M+",2000,Small Enterprise,"Car-Sharing, Australia",Verified
Tour Operators,TUI Group,Germany,https://www.tuigroup.com,"60,000+","$20B+",1923,Conglomerate,"Integrated Tourism, Airlines, Hotels, Cruises",Verified
Tour Operators,Thomas Cook Group,UK,https://www.thomascook.com,"9,000+","$2B+",1841,Medium Enterprise,"Packaged Holidays, Airlines (Relauched)",Verified
Tour Operators,Expedia Group Tours,USA,https://www.expedia.com,"16,500+ (Expedia)","$12B+ (Expedia)",1996,Conglomerate,"Tours & Activities via Platform",Verified
Tour Operators,Intrepid Travel,Australia,https://www.intrepidtravel.com,"2,000+","$300M+",1989,Medium Enterprise,"Small Group, Adventure, Responsible",Verified
Tour Operators,The Travel Corporation,South Africa,https://www.ttc.com,"10,000+","$2B+",1920,Large Enterprise,"Luxury, Premium, Contiki, Insight",Verified
Tour Operators,Cox & Kings,India,https://www.coxandkings.com,"5,000+","$500M+",1758,Medium Enterprise,"Holidays, India Outbound, Inbound",Verified
Tour Operators,G Adventures,Canada,https://www.gadventures.com,"2,000+","$200M+",1990,Medium Enterprise,"Small Group, Adventure, Community",Verified
Tour Operators,Contiki Holidays,New Zealand,https://www.contiki.com,"500+","$100M+",1962,Medium Enterprise,"Group Travel, 18-35s, Social",Verified
Tour Operators,EF Education First Tours,Switzerland,https://www.ef.com,"52,000+","$2B+",1965,Conglomerate,"Educational Tours, Language, Exchange",Verified
Tour Operators,Collette Vacations,USA,https://www.collette.com,"500+","$100M+",1918,Medium Enterprise,"Guided Tours, All-Inclusive, North America",Verified
Tour Operators,Abercrombie & Kent,USA,https://www.abercrombiekent.com,"2,500+","$500M+",1962,Medium Enterprise,"Luxury, Tailor-Made, Safaris",Verified
Tour Operators,Trafalgar Travel,New Zealand,https://www.trafalgar.com,"500+","N/A (TTC)",1947,Medium Enterprise,"Guided Holidays, Premium, Global",Verified
Tour Operators,Backroads,USA,https://www.backroads.com,"500+","$100M+",1979,Medium Enterprise,"Active, Cycling, Walking, Luxury",Verified
Tour Operators,Road Scholar,USA,https://www.roadscholar.org,"500+","$100M+",1975,Medium Enterprise,"Educational, Not-for-Profit, Seniors",Verified
Tour Operators,On The Go Tours,UK,https://www.onthegotours.com,"100+","$20M+",1998,Small Enterprise,"Guided, Small Group, Worldwide",Verified
Tour Operators,Insight Vacations,UK,https://www.insightvacations.com,"500+","N/A (TTC)",1978,Medium Enterprise,"Luxury Guided, Premium, Relaxed",Verified
Tour Operators,Exodus Travels,UK,https://www.exodustravels.com,"300+","$50M+",1974,Medium Enterprise,"Adventure, Small Group, Worldwide",Verified
Tour Operators,Topdeck Travel,UK,https://www.topdeck.travel,"100+","$20M+",1973,Small Enterprise,"Group Travel, 18-30s, Social",Verified
Tour Operators,Grand Circle Travel,USA,https://www.gct.com,"2,000+","$500M+",1958,Medium Enterprise,"Senior Travel, Cultural, River Cruises",Verified
Railway Operators,Amtrak,USA,https://www.amtrak.com,"20,000+","$3B+",1971,Large Enterprise,"National Passenger Rail, US",Verified
Railway Operators,SNCF,France,https://www.sncf.com,"275,000+","$40B+",1937,Conglomerate,"National Rail, TGV, Passengers, Freight",Verified
Railway Operators,Deutsche Bahn,Germany,https://www.bahn.de,"330,000+","$50B+",1994,Conglomerate,"National Rail, Passengers, Freight",Verified
Railway Operators,East Japan Railway Company,Japan,https://www.jreast.co.jp,"90,000+","$20B+",1987,Conglomerate,"Passenger Rail, Tokyo, Shinkansen",Verified
Railway Operators,Renfe Operadora,Spain,https://www.renfe.com,"14,000+","$4B+",1941,Large Enterprise,"National Rail, AVE, Passengers",Verified
Railway Operators,Trenitalia,Italy,https://www.trenitalia.com,"40,000+","$7B+",2000,Large Enterprise,"National Rail, Frecciarossa, Passengers",Verified
Railway Operators,Indian Railways,India,https://www.indianrailways.gov.in,"1.2M+","$25B+",1853,Conglomerate,"National Rail, Passengers, Freight",Verified
Railway Operators,China Railway,China,https://www.china-railway.com.cn,"2M+","$150B+",2013,Conglomerate,"National Rail, High-Speed, Passengers",Verified
Railway Operators,Russian Railways,Russia,https://eng.rzd.ru,"800,000+","$40B+",1992,Conglomerate,"National Rail, Passengers, Freight",Verified
Railway Operators,Via Rail Canada,Canada,https://www.viarail.ca,"3,000+","$300M+",1977,Medium Enterprise,"Intercity Passenger Rail, Canada",Verified
Railway Operators,Great Western Railway,UK,https://www.gwr.com,"6,000+","$1B+",1833,Medium Enterprise,"Passenger Rail, UK",Verified
Railway Operators,ÖBB (Austrian Railways),Austria,https://www.oebb.at,"42,000+","$7B+",1923,Conglomerate,"National Rail, Passengers",Verified
Railway Operators,SBB CFF FFS,Switzerland,https://www.sbb.ch,"34,000+","$10B+",1902,Conglomerate,"National Rail, Passengers",Verified
Railway Operators,NS (Nederlandse Spoorwegen),Netherlands,https://www.ns.nl,"20,000+","$2B+",1938,Large Enterprise,"National Rail, Passengers",Verified
Railway Operators,Belgian Rail,Belgium,https://www.belgiantrain.be,"19,000+","$2B+",1926,Large Enterprise,"National Rail, Passengers",Verified
Railway Operators,VR Group,Finland,https://www.vr.fi,"12,000+","$1.5B+",1862,Large Enterprise,"National Rail, Passengers",Verified
Railway Operators,MTR Corporation,Hong Kong,https://www.mtr.com.hk,"30,000+","$7B+",1975,Conglomerate,"Rail, Property, Hong Kong",Verified
Railway Operators,KTX (Korail),South Korea,https://www.letskorail.com,"30,000+","$3B+",1963,Large Enterprise,"High-Speed Rail, Passengers",Verified
Railway Operators,Brightline,USA,https://www.gobrightline.com,"500+","$100M+",2012,Medium Enterprise,"Private Intercity Rail, Florida",Verified
Airport Operators,Heathrow Airport Holdings,UK,https://www.heathrow.com,"6,500+","$3B+",1965,Large Enterprise,"Airport Operator, UK Hub",Verified
Airport Operators,Atlanta International Airport,USA,https://www.atl.com,"63,000+ (On-site)","$1B+",1925,Large Enterprise,"World's Busiest, Hub",Verified
Airport Operators,Dubai Airports,UAE,https://www.dubaiairports.ae,"3,000+","$3B+",2008,Large Enterprise,"Airport Operator, Global Hub",Verified
Airport Operators,Singapore Changi Airport,Singapore,https://www.changiairport.com,"10,000+","$1B+",1981,Large Enterprise,"Airport Operator, Premium Hub",Verified
Airport Operators,Paris Aéroport,France,https://www.parisaeroport.fr,"15,000+","$3B+",1945,Large Enterprise,"Airport Operator, CDG, ORLY",Verified
Airport Operators,Schiphol Group,Netherlands,https://www.schiphol.nl,"2,000+","$1B+",1916,Medium Enterprise,"Airport Operator, Amsterdam",Verified
Airport Operators,Fraport AG,Germany,https://www.fraport.com,"20,000+","$4B+",1924,Large Enterprise,"Airport Operator, Frankfurt",Verified
Airport Operators,Incheon International Airport,South Korea,https://www.airport.kr,"50,000+ (On-site)","$2B+",2001,Large Enterprise,"Airport Operator, Korea Hub",Verified
Airport Operators,Japan Airport Terminal,Japan,https://www.tokyo-airport-bldg.co.jp,"2,000+","$1B+",1953,Medium Enterprise,"Airport Terminal, Haneda",Verified
Airport Operators,Los Angeles World Airports,USA,https://www.lawa.org,"1,500+","$800M+",1928,Medium Enterprise,"Airport Operator, LAX",Verified
Airport Operators,Tav Airports Holding,Turkey,https://www.tavhavalimanlari.com.tr,"15,000+","$1B+",1997,Large Enterprise,"Airport Operator, Global",Verified
Airport Operators,Adani Airports,India,https://www.adanienterprises.com,"5,000+","$500M+",2020,Medium Enterprise,"Airport Operator, India",Verified
Airport Operators,Aéroports de Paris,France,https://www.parisaeroport.fr,"15,000+","$3B+",1945,Large Enterprise,"Airport Operator, CDG, ORLY",Verified
Airport Operators,Sydney Airport,Australia,https://www.sydneyairport.com.au,"1,000+","$500M+",1920,Medium Enterprise,"Airport Operator, Australia",Verified
Airport Operators,Manchester Airports Group,UK,https://www.magairports.com,"2,000+","$500M+",2009,Medium Enterprise,"Airport Operator, UK",Verified
Airport Operators,Beijing Capital International Airport,China,https://www.bcia.com.cn,"10,000+","$1B+",1958,Large Enterprise,"Airport Operator, China",Verified
Airport Operators,Vienna Airport,Austria,https://www.viennaairport.com,"5,000+","$500M+",1954,Medium Enterprise,"Airport Operator, Austria",Verified
Airport Operators,Zurich Airport,Switzerland,https://www.flughafen-zuerich.ch,"1,500+","$500M+",1948,Medium Enterprise,"Airport Operator, Switzerland",Verified
Airport Operators,Toronto Pearson Airport,Canada,https://www.torontopearson.com,"50,000+ (On-site)","$1B+",1937,Large Enterprise,"Airport Operator, Canada Hub",Verified
Travel Insurance Providers,Allianz Travel Insurance,Germany,https://www.allianztravelinsurance.com,"10,000+ (Division)","$2B+ (Est.)",1890,Conglomerate,"Comprehensive, Emergency, Global",Verified
Travel Insurance Providers,AXA Assistance,France,https://www.axa-assistance.com,"15,000+","$1B+",1989,Large Enterprise,"Assistance, Travel, Medical",Verified
Travel Insurance Providers,Generali Global Assistance,Italy,https://www.generalitravelinsurance.com,"10,000+","$500M+",1963,Large Enterprise,"Travel Insurance, Assistance",Verified
Travel Insurance Providers,AIG Travel Guard,USA,https://www.travelguard.com,"N/A (AIG)","$50B+ (AIG)",1985,Large Enterprise,"Comprehensive, Cruise, Trip Cancellation",Verified
Travel Insurance Providers,World Nomads,New Zealand,https://www.worldnomads.com,"100+","$100M+",2002,Small Enterprise,"Adventure, Backpacker, Flexible",Verified
Travel Insurance Providers,Seven Corners,USA,https://www.sevencorners.com,"500+","$200M+",1993,Medium Enterprise,"Comprehensive, International Medical",Verified
Travel Insurance Providers,Travel Insured International,USA,https://www.travelinsured.com,"200+","$100M+",1994,Small Enterprise,"Trip Protection, Waiver",Verified
Travel Insurance Providers,SafetyWing,Norway,https://www.safetywing.com,"100+","$50M+",2017,Small Enterprise,"Digital Nomad, Global Health",Verified
Travel Insurance Providers,IMG (International Medical Group),USA,https://www.imglobal.com,"1,000+","$300M+",1990,Medium Enterprise,"Global Medical, Expatriate",Verified
Travel Insurance Providers,CSA Travel Protection,USA,https://www.csatravelprotection.com,"200+","$100M+",1991,Small Enterprise,"Trip Cancellation, Assistance",Verified
Travel Insurance Providers,John Hancock Insurance Agency,USA,https://www.johnhancockinsurance.com,"N/A (Manulife)","$50B+ (Manulife)",1862,Conglomerate,"(Part of Manulife)",Verified
Travel Insurance Providers,Travelex Insurance,USA,https://www.travelexinsurance.com,"200+","$100M+",1996,Small Enterprise,"Trip Protection, Basic",Verified
Travel Insurance Providers,AXA Schengen,France,https://www.axa-schengen.com,"15,000+ (AXA)","$1B+ (AXA)",2006,Large Enterprise,"Schengen Visa Compliance",Verified
Travel Insurance Providers,InsureandGo,Australia,https://www.insureandgo.com,"100+","$50M+",1996,Small Enterprise,"Low-Cost, Australia, UK",Verified
Travel Insurance Providers,Columbus Direct,UK,https://www.columbusdirect.com,"100+","$50M+",1988,Small Enterprise,"Comprehensive, UK",Verified
Travel Insurance Providers,True Traveller,UK,https://www.truetraveller.com,"<100","$10M+",2009,Small Enterprise,"Backpacker, Adventure, Europe",Verified
Travel Insurance Providers,Go Insurance,Australia,https://www.goinsurance.com.au,"<100","$10M+",2004,Small Enterprise,"Travel Insurance, Australia",Verified
Travel Insurance Providers,TravelSafe Insurance,USA,https://www.travelsafe.com,"<100","$10M+",1971,Small Enterprise,"Trip Cancellation, USA",Verified
Travel Insurance Providers,HTH Worldwide,USA,https://www.hthtravelinsurance.com,"200+","$100M+",1997,Small Enterprise,"International Health, Students",Verified
Adventure Tourism,Intrepid Travel,Australia,https://www.intrepidtravel.com,"2,000+","$300M+",1989,Medium Enterprise,"Small Group, Adventure, Responsible",Verified
Adventure Tourism,G Adventures,Canada,https://www.gadventures.com,"2,000+","$200M+",1990,Medium Enterprise,"Small Group, Adventure, Community",Verified
Adventure Tourism,REI Adventures,USA,https://www.rei.com/adventures,"15,000+ (REI)","$3B+ (REI)",1938,Large Enterprise,"Active, Outdoor, Co-op",Verified
Adventure Tourism,Abercrombie & Kent Adventure,USA,https://www.abercrombiekent.com,"2,500+","$500M+",1962,Medium Enterprise,"Luxury, Tailor-Made, Safaris",Verified
Adventure Tourism,World Expeditions,Australia,https://www.worldexpeditions.com,"200+","$50M+",1975,Small Enterprise,"Trekking, Adventure, Worldwide",Verified
Adventure Tourism,Exodus Travels,UK,https://www.exodustravels.com,"300+","$50M+",1974,Medium Enterprise,"Adventure, Small Group, Worldwide",Verified
Adventure Tourism,MT Sobek,USA,https://www.mtsobek.com,"100+","$20M+",1969,Small Enterprise,"Adventure, Hiking, Cultural",Verified
Adventure Tourism,Geographic Expeditions,USA,https://www.geoex.com,"100+","$20M+",1982,Small Enterprise,"Bespoke, Expedition, Remote",Verified
Adventure Tourism,Road Scholar Adventure,USA,https://www.roadscholar.org,"500+","$100M+",1975,Medium Enterprise,"Educational, Not-for-Profit, Seniors",Verified
Adventure Tourism,Backroads,USA,https://www.backroads.com,"500+","$100M+",1979,Medium Enterprise,"Active, Cycling, Walking, Luxury",Verified
Adventure Tourism,Austin Adventures,USA,https://www.austinadventures.com,"100+","$20M+",1984,Small Enterprise,"Family, Active, North America",Verified
