Industry,Company Name,HQ Country,Website,Employee Count,Revenue Estimate,Founded,Company Size,Specialization Tags,Status
Operating Systems,SerenityOS,Global,https://serenityos.org,"N/A (Volunteer)","N/A (Donation)",2018,Small Enterprise,"SerenityOS, Graphical Unix-like OS",Verified
Enterprise Software,SAP,Germany,https://www.sap.com,"111,000+","$34B+",1972,Conglomerate,"ERP, CRM, Cloud Business Apps",Verified
Enterprise Software,Oracle,USA,https://www.oracle.com,"164,000+","$53B+",1977,Conglomerate,"Database, ERP, Cloud Infrastructure",Verified
Enterprise Software,Salesforce,USA,https://www.salesforce.com,"79,000+","$35B+",1999,Large Enterprise,"CRM, SaaS, Enterprise Cloud",Verified
Enterprise Software,Adobe,USA,https://www.adobe.com,"29,239+","$19B+",1982,Large Enterprise,"Creative Cloud, Document Management",Verified
Enterprise Software,ServiceNow,USA,https://www.servicenow.com,"22,000+","$9B+",2004,Large Enterprise,"ITSM, Workflow Automation, Digital Services",Verified
Enterprise Software,Workday,USA,https://www.workday.com,"18,200+","$7B+",2005,Large Enterprise,"HCM, Financial Management, Analytics",Verified
Enterprise Software,Intuit,USA,https://www.intuit.com,"18,000+","$16B+",1983,Large Enterprise,"Financial Software, TurboTax, QuickBooks",Verified
Enterprise Software,Atlassian,Australia,https://www.atlassian.com,"12,000+","$4B+",2002,Large Enterprise,"Collaboration Software, Jira, Confluence",Verified
Enterprise Software,Sage Group,UK,https://www.sage.com,"12,000+","$2.5B+",1981,Large Enterprise,"Accounting Software, ERP, Payroll",Verified
Enterprise Software,Docusign,USA,https://www.docusign.com,"7,400+","$2.7B+",2003,Large Enterprise,"eSignature, Agreement Management",Verified
Enterprise Software,VMware,USA,https://www.vmware.com,"33,000+","$13B+",1998,Large Enterprise,"Virtualization, Cloud Infrastructure",Verified
Enterprise Software,Zoom Video,USA,https://zoom.us,"7,400+","$4.5B+",2011,Large Enterprise,"Video Conferencing, Unified Comms",Verified
Enterprise Software,Twilio,USA,https://www.twilio.com,"7,800+","$4B+",2008,Large Enterprise,"CPaaS, Cloud Communications API",Verified
Enterprise Software,UiPath,Romania,https://www.uipath.com,"4,100+","$1.3B+",2005,Large Enterprise,"Robotic Process Automation (RPA)",Verified
Enterprise Software,Palantir,USA,https://www.palantir.com,"4,400+","$2.2B+",2003,Large Enterprise,"Big Data Analytics, Government, Finance",Verified
Enterprise Software,Anaplan,USA,https://www.anaplan.com,"1,800+","$700M+",2006,Medium Enterprise,"Connected Planning, Enterprise Platform",Verified
Enterprise Software,Veeva Systems,USA,https://www.veeva.com,"7,000+","$2.4B+",2007,Large Enterprise,"Cloud Software for Life Sciences",Verified
Enterprise Software,Pegasystems,USA,https://www.pega.com,"6,000+","$1.4B+",1983,Large Enterprise,"CRM, BPM, Decisioning & Analytics",Verified
Enterprise Software,Qualtrics,USA,https://www.qualtrics.com,"5,000+","$1.5B+",2002,Large Enterprise,"Experience Management (XM) Platform",Verified
Semiconductors,Intel,USA,https://www.intel.com,"131,900+","$63B+",1968,Conglomerate,"CPU, GPU, Foundry Services",Verified
Semiconductors,TSMC,Taiwan,https://www.tsmc.com,"73,000+","$75B+",1987,Conglomerate,"Semiconductor Foundry, Advanced Nodes",Verified
Semiconductors,Samsung Foundry,South Korea,https://www.samsung.com,"287,000+","$245B+",1938,Conglomerate,"Semiconductor Foundry, Memory, Electronics",Verified
Semiconductors,Qualcomm,USA,https://www.qualcomm.com,"51,000+","$38B+",1985,Conglomerate,"Mobile SoCs, Modems, Wireless Tech",Verified
Semiconductors,NVIDIA,USA,https://www.nvidia.com,"29,600+","$61B+",1993,Large Enterprise,"GPU, AI Chips, Datacenter",Verified
Semiconductors,Broadcom,USA,https://www.broadcom.com,"20,000+","$36B+",1991,Large Enterprise,"Infrastructure Software, Networking Chips",Verified
Semiconductors,AMD,USA,https://www.amd.com,"26,000+","$23B+",1969,Large Enterprise,"CPU, GPU, Adaptive SoCs",Verified
Semiconductors,SK Hynix,South Korea,https://www.skhynix.com,"39,000+","$36B+",1983,Large Enterprise,"Memory Semiconductors, DRAM, NAND",Verified
Semiconductors,Microchip Technology,USA,https://www.microchip.com,"22,000+","$9B+",1989,Large Enterprise,"Microcontrollers, Analog, Flash IP",Verified
Semiconductors,STMicroelectronics,Switzerland,https://www.st.com,"51,000+","$17B+",1987,Large Enterprise,"Analog, MEMS, Automotive Chips",Verified
Semiconductors,Infineon,Germany,https://www.infineon.com,"56,200+","$17B+",1999,Large Enterprise,"Power Semiconductors, Automotive, Security",Verified
Semiconductors,NXP Semiconductors,Netherlands,https://www.nxp.com,"34,500+","$13B+",2006,Large Enterprise,"Automotive, IoT, Security Chips",Verified
Semiconductors,Texas Instruments,USA,https://www.ti.com,"33,000+","$20B+",1930,Large Enterprise,"Analog Chips, Embedded Processors",Verified
Semiconductors,Analog Devices,USA,https://www.analog.com,"25,000+","$12B+",1965,Large Enterprise,"Analog, Mixed-Signal, DSP Chips",Verified
Semiconductors,ASML,Netherlands,https://www.asml.com,"42,000+","$28B+",1984,Large Enterprise,"Lithography Systems for Chipmaking",Verified
Semiconductors,Applied Materials,USA,https://www.appliedmaterials.com,"34,000+","$27B+",1967,Large Enterprise,"Semiconductor Manufacturing Equipment",Verified
Semiconductors,Lam Research,USA,https://www.lamresearch.com,"18,200+","$19B+",1980,Large Enterprise,"Wafer Fabrication Equipment",Verified
Semiconductors,KLA Corporation,USA,https://www.kla.com,"14,000+","$10B+",1975,Large Enterprise,"Process Control & Yield Management",Verified
Semiconductors,UMC,Taiwan,https://www.umc.com,"20,000+","$8B+",1980,Large Enterprise,"Semiconductor Foundry, Mature Nodes",Verified
Gaming Consoles,Sony (PlayStation),Japan,https://www.playstation.com,"109,700+","$91B+",1946,Conglomerate,"PlayStation Consoles, Gaming, Entertainment",Verified
Gaming Consoles,Microsoft (Xbox),USA,https://www.xbox.com,"221,000+","$211B+",1975,Conglomerate,"Xbox Consoles, Game Pass, Gaming",Verified
Gaming Consoles,Nintendo,Japan,https://www.nintendo.com,"7,300+","$12B+",1889,Large Enterprise,"Switch, Handheld Gaming, IP (Mario, Zelda)",Verified
Gaming Consoles,Valve (Steam Deck),USA,https://www.steamdeck.com,"360+","$13B+ (Est.)",1996,Medium Enterprise,"Steam Deck, Steam Platform, Game Development",Verified
Gaming Consoles,Atari,USA,https://www.atari.com,"<200","$30M+",1972,Small Enterprise,"Retro Consoles, Gaming IP",Verified
Gaming Consoles,SEGA,Japan,https://www.sega.com,"3,500+","$2.5B+",1960,Large Enterprise,"Game Development, Arcade, Classic IP",Verified
Gaming Consoles,Razer,USA,https://www.razer.com,"1,500+","$1.5B+",2005,Medium Enterprise,"Gaming Peripherals, Laptops, Software",Verified
Gaming Consoles,Logitech G,Switzerland,https://www.logitechg.com,"8,200+","$5.5B+",1981,Large Enterprise,"Gaming Mice, Keyboards, Headsets",Verified
Gaming Consoles,HyperX (HP),USA,https://www.hyperx.com,"N/A (HP Division)","N/A (HP Division)",2002,Large Enterprise,"Gaming Headsets, Keyboards, Accessories",Verified
Gaming Consoles,Corsair,USA,https://www.corsair.com,"2,600+","$1.9B+",1994,Large Enterprise,"Gaming PCs, Components, Peripherals",Verified
Gaming Consoles,Alienware (Dell),USA,https://www.dell.com,"133,000+","$102B+",1984,Conglomerate,"Gaming Laptops, Desktops, Monitors",Verified
Gaming Consoles,ASUS ROG,Taiwan,https://rog.asus.com,"16,000+ (ASUS)","$17B+ (ASUS)",1989,Large Enterprise,"Gaming Laptops, Motherboards, Components",Verified
Gaming Consoles,MSI,Taiwan,https://www.msi.com,"1,800+","$6B+",1986,Large Enterprise,"Gaming Laptops, Desktops, Motherboards",Verified
Gaming Consoles,GPD Win,China,https://www.gpd.hk,"<100","$10M+ (Est.)",2013,Small Enterprise,"Handheld UMPC Gaming Devices",Verified
Gaming Consoles,AYANEO,China,https://www.ayaneo.com,"<100","$10M+ (Est.)",2020,Small Enterprise,"Handheld Windows Gaming Devices",Verified
Gaming Consoles,OneXPlayer,China,https://www.onexplayerstore.com,"<100","$10M+ (Est.)",2020,Small Enterprise,"Handheld Windows Gaming Consoles",Verified
Gaming Consoles,Playdate (Panic),USA,https://play.date,"<50","N/A",2015,Small Enterprise,"Playdate, Unique Handheld with Crank",Verified
Gaming Consoles,Anbernic,China,https://www.anbernic.com,"<200","$20M+ (Est.)",2014,Small Enterprise,"Retro Handheld Emulation Consoles",Verified
Gaming Consoles,Retroid,China,https://www.goretroid.com,"<100","$10M+ (Est.)",2019,Small Enterprise,"Android-Based Handheld Gaming Consoles",Verified
Computer Peripherals,Logitech,Switzerland,https://www.logitech.com,"8,200+","$5.5B+",1981,Large Enterprise,"Mice, Keyboards, Webcams, Speakers",Verified
Computer Peripherals,HP Inc.,USA,https://www.hp.com,"61,000+","$63B+",1939,Conglomerate,"Printers, Laptops, Monitors, Supplies",Verified
Computer Peripherals,Dell,USA,https://www.dell.com,"133,000+","$102B+",1984,Conglomerate,"Monitors, Peripherals, PCs, Servers",Verified
Computer Peripherals,Lenovo,China,https://www.lenovo.com,"77,000+","$71B+",1984,Conglomerate,"Monitors, Keyboards, Mice, PCs",Verified
Computer Peripherals,Samsung,South Korea,https://www.samsung.com,"287,000+","$245B+",1938,Conglomerate,"Monitors, SSDs, Printers, Memory",Verified
Computer Peripherals,Apple,USA,https://www.apple.com,"164,000+","$383B+",1976,Conglomerate,"Magic Mouse/Keyboard, Displays, Trackpad",Verified
Computer Peripherals,Corsair,USA,https://www.corsair.com,"2,600+","$1.9B+",1994,Large Enterprise,"Gaming Peripherals, PC Components",Verified
Computer Peripherals,Razer,USA,https://www.razer.com,"1,500+","$1.5B+",2005,Medium Enterprise,"Gaming Mice, Keyboards, Laptops",Verified
Computer Peripherals,SteelSeries,Denmark,https://steelseries.com,"200-500","$200M+ (Est.)",2001,Medium Enterprise,"Gaming Headsets, Mice, Keyboards",Verified
Computer Peripherals,Wacom,Japan,https://www.wacom.com,"1,500+","$800M+",1983,Medium Enterprise,"Pen Tablets, Interactive Displays",Verified
Computer Peripherals,BenQ,Taiwan,https://www.benq.com,"1,600+","$2.5B+",1984,Medium Enterprise,"Monitors, Projectors",Verified
Computer Peripherals,ViewSonic,USA,https://www.viewsonic.com,"2,000+","$1B+",1987,Medium Enterprise,"Monitors, Projectors, Digital Signage",Verified
Computer Peripherals,Acer,Taiwan,https://www.acer.com,"7,700+","$9B+",1976,Large Enterprise,"Monitors, Laptops, Projectors",Verified
Computer Peripherals,Asus,Taiwan,https://www.asus.com,"16,000+","$17B+",1989,Large Enterprise,"Monitors, Motherboards, Laptops",Verified
Computer Peripherals,MSI,Taiwan,https://www.msi.com,"1,800+","$6B+",1986,Large Enterprise,"Gaming Monitors, Laptops, Motherboards",Verified
Computer Peripherals,XPG (ADATA),Taiwan,https://www.xpg.com,"2,000+ (ADATA)","$1.5B+ (ADATA)",2001,Large Enterprise,"Gaming Memory, SSDs, Peripherals",Verified
Computer Peripherals,HyperX (HP),USA,https://www.hyperx.com,"N/A (HP Division)","N/A (HP Division)",2002,Large Enterprise,"Gaming Headsets, Keyboards, Mice",Verified
Computer Peripherals,Kingston Technology,USA,https://www.kingston.com,"3,000+","$13B+",1987,Large Enterprise,"Memory, SSDs, Flash Storage",Verified
Computer Peripherals,Seagate,USA,https://www.seagate.com,"40,000+","$8B+",1979,Large Enterprise,"HDDs, SSDs, Data Storage Solutions",Verified
Computer Peripherals,Western Digital,USA,https://www.westerndigital.com,"65,000+","$12B+",1970,Large Enterprise,"HDDs, SSDs, Flash Storage",Verified
Data Analytics,Tableau (Salesforce),USA,https://www.tableau.com,"79,000+ (Salesforce)","$35B+ (Salesforce)",2003,Large Enterprise,"Data Visualization, Business Intelligence",Verified
Data Analytics,Palantir,USA,https://www.palantir.com,"4,400+","$2.2B+",2003,Large Enterprise,"Big Data Analytics, Government, Finance",Verified
Data Analytics,Splunk,USA,https://www.splunk.com,"8,000+","$4B+",2003,Large Enterprise,"SIEM, Machine Data Analytics",Verified
Data Analytics,Alteryx,USA,https://www.alteryx.com,"2,800+","$1B+",1997,Large Enterprise,"Data Blending, Advanced Analytics",Verified
Data Analytics,Looker (Google),USA,https://looker.com,"190,234+ (Google)","$307B+ (Google)",2012,Large Enterprise,"Business Intelligence, Embedded Analytics",Verified
Data Analytics,Qlik,USA,https://www.qlik.com,"2,500+","$1B+",1993,Large Enterprise,"Data Integration, Visual Analytics",Verified
Data Analytics,MicroStrategy,USA,https://www.microstrategy.com,"2,200+","$500M+",1989,Large Enterprise,"Business Intelligence, Analytics Platform",Verified
Data Analytics,TIBCO Software,USA,https://www.tibco.com,"4,000+","$1.2B+",1997,Large Enterprise,"Data Integration, Visualization, API Management",Verified
Data Analytics,ThoughtSpot,USA,https://www.thoughtspot.com,"1,000+","$200M+",2012,Medium Enterprise,"Search & AI-Driven Analytics",Verified
Data Analytics,Databricks,USA,https://databricks.com,"7,000+","$1.6B+",2013,Large Enterprise,"Data Lakehouse, AI, Analytics Platform",Verified
Data Analytics,Snowflake,USA,https://www.snowflake.com,"7,000+","$2.8B+",2012,Large Enterprise,"Cloud Data Warehouse, Data Sharing",Verified
Data Analytics,Elastic,Netherlands,https://www.elastic.co,"3,000+","$1.3B+",2012,Large Enterprise,"Elasticsearch, Search, Observability",Verified
Data Analytics,Domo,USA,https://www.domo.com,"1,000+","$300M+",2010,Medium Enterprise,"Business Cloud, Data Apps & BI",Verified
Data Analytics,Sisense,USA,https://www.sisense.com,"1,000+","$250M+",2004,Medium Enterprise,"Embedded Analytics, Business Intelligence",Verified
Data Analytics,GoodData,USA,https://www.gooddata.com,"500-1,000","$100M+",2007,Medium Enterprise,"Embedded Analytics, Cloud BI",Verified
Data Analytics,Alation,USA,https://www.alation.com,"500-1,000","$100M+",2012,Medium Enterprise,"Data Catalog, Data Governance",Verified
Data Analytics,Amplitude,USA,https://amplitude.com,"700+","$200M+",2012,Medium Enterprise,"Product Analytics, Digital Optimization",Verified
Data Analytics,Mixpanel,USA,https://mixpanel.com,"300+","$100M+",2009,Medium Enterprise,"Product Analytics, User Behavior",Verified
Data Analytics,Heap Analytics,USA,https://heap.io,"200+","$50M+",2013,Medium Enterprise,"Automatic Event Tracking, Product Analytics",Verified
Quantum Computing,IBM Quantum,USA,https://www.ibm.com/quantum,"288,000+ (IBM)","$61B+ (IBM)",1911,Conglomerate,"Quantum Computers, Qiskit, Cloud Access",Verified
Quantum Computing,Google Quantum AI,USA,https://quantumai.google,"190,234+ (Google)","$307B+ (Google)",1998,Conglomerate,"Quantum Processors, Quantum Supremacy Research",Verified
Quantum Computing,Microsoft Quantum,USA,https://quantum.microsoft.com,"221,000+ (Microsoft)","$211B+ (Microsoft)",1975,Conglomerate,"Quantum Software, Q# Language, Azure Quantum",Verified
Quantum Computing,D-Wave Systems,Canada,https://www.dwavesys.com,"200+","$50M+",1999,Medium Enterprise,"Quantum Annealing, Quantum Cloud",Verified
Quantum Computing,Rigetti Computing,USA,https://www.rigetti.com,"200+","$20M+",2013,Medium Enterprise,"Hybrid Quantum-Classical Computing",Verified
Quantum Computing,IonQ,USA,https://ionq.com,"150+","$20M+",2015,Medium Enterprise,"Trapped-Ion Quantum Computers",Verified
Quantum Computing,Honeywell Quantum,USA,https://www.honeywell.com,"97,000+ (Honeywell)","$36B+ (Honeywell)",1906,Conglomerate,"Trapped-Ion Quantum Hardware (Legacy)",Verified
Quantum Computing,Quantinuum (Honeywell),USA,https://www.quantinuum.com,"500+","$100M+",2021,Medium Enterprise,"Trapped-Ion Quantum Computers, Software",Verified
Quantum Computing,Amazon Braket,USA,https://aws.amazon.com/braket,"1,608,000+ (Amazon)","$574B+ (Amazon)",1994,Conglomerate,"Quantum Computing Cloud Service",Verified
Quantum Computing,Alibaba Quantum Lab,China,https://damo.alibaba.com,"254,941+ (Alibaba)","$130B+ (Alibaba)",1999,Conglomerate,"Quantum Computing Research, Cloud Platform",Verified
Quantum Computing,Toshiba Quantum,Japan,https://www.global.toshiba,"116,000+ (Toshiba)","$28B+ (Toshiba)",1875,Conglomerate,"Quantum Key Distribution (QKD), Research",Verified
Quantum Computing,Quantum Circuits Inc.,USA,https://quantumcircuits.com,"50-100","$20M+",2015,Small Enterprise,"Superconducting Quantum Processors",Verified
Quantum Computing,Xanadu Quantum,Canada,https://www.xanadu.ai,"200+","$50M+",2016,Medium Enterprise,"Photonic Quantum Computing, Borealis",Verified
Quantum Computing,PsiQuantum,USA,https://www.psiquantum.com,"200+","$700M+",2016,Medium Enterprise,"Fault-Tolerant Photonic Quantum Computer",Verified
Quantum Computing,Zapata Computing,USA,https://www.zapatacomputing.com,"100+","$50M+",2017,Medium Enterprise,"Quantum Software, Orquestra Platform",Verified
Quantum Computing,QC Ware,USA,https://www.qcware.com,"50-100","$20M+",2014,Small Enterprise,"Quantum Algorithms, Cloud Platform",Verified
Quantum Computing,1QBit,Canada,https://1qbit.com,"50-100","$20M+",2012,Small Enterprise,"Quantum Computing Software & Applications",Verified
Quantum Computing,Quantum Motion,UK,https://quantummotion.tech,"50-100","$20M+",2017,Small Enterprise,"Silicon-Based Quantum Computing",Verified
Robotics,Boston Dynamics,USA,https://www.bostondynamics.com,"500-1,000","$100M+",1992,Medium Enterprise,"Advanced Mobile Robots (Atlas, Spot)",Verified
Robotics,Fanuc,Japan,https://www.fanuc.com,"8,000+","$6B+",1956,Large Enterprise,"Industrial Robots, CNC Systems, ROBODRILL",Verified
Robotics,Yaskawa Electric,Japan,https://www.yaskawa.com,"18,000+","$4B+",1915,Large Enterprise,"Motoman Robots, Servo Drives, Controllers",Verified
Robotics,ABB Robotics,Switzerland,https://new.abb.com,"105,000+ (ABB)","$32B+ (ABB)",1988,Conglomerate,"Industrial Robots, Automation Solutions",Verified
Robotics,KUKA Robotics,Germany,https://www.kuka.com,"14,000+","$4B+",1898,Large Enterprise,"Industrial Robots, Automation Systems",Verified
Robotics,Universal Robots,Denmark,https://www.universal-robots.com,"1,000+","$300M+",2005,Medium Enterprise,"Collaborative Robots (Cobots)",Verified
Robotics,Clearpath Robotics,Canada,https://clearpathrobotics.com,"100-200","$20M+",2009,Small Enterprise,"Autonomous Mobile Robots (AMRs) for Research",Verified
Robotics,iRobot,USA,https://www.irobot.com,"1,300+","$1.2B+",1990,Medium Enterprise,"Consumer Robots (Roomba, Braava)",Verified
Robotics,SoftBank Robotics,Japan,https://www.softbankrobotics.com,"200-500","$100M+",2014,Medium Enterprise,"Humanoid Robots (Pepper, NAO)",Verified
Robotics,Omron Automation,Japan,https://www.omron.com,"30,000+ (Omron)","$8B+ (Omron)",1933,Large Enterprise,"Industrial Automation, Mobile Robots",Verified
Robotics,Teradyne,USA,https://www.teradyne.com,"6,500+","$4B+",1960,Large Enterprise,"Automation Equipment (incl. Universal Robots)",Verified
Robotics,Aethon (ST Engineering),USA,https://www.stengg.com,"22,000+ (ST Eng)","$6B+ (ST Eng)",1997,Large Enterprise,"Autonomous Mobile Robots for Logistics",Verified
Robotics,Locus Robotics,USA,https://locusrobotics.com,"500-1,000","$100M+",2014,Medium Enterprise,"Warehouse Fulfillment Robots",Verified
Robotics,Blue River Technology (John Deere),USA,https://www.bluerivertechnology.com,"N/A (John Deere)","$60B+ (John Deere)",2011,Large Enterprise,"Agricultural Robotics, See & Spray",Verified
Robotics,Rethink Robotics,Germany,https://www.rethinkrobotics.com,"N/A (Acquired/Closed)",N/A,2008,N/A,"Collaborative Robots (Baxter, Sawyer) - Defunct",Verified
Robotics,Vecna Robotics,USA,https://www.vecnarobotics.com,"100-200","$20M+",2018,Small Enterprise,"Autonomous Material Handling, Hybrid Fulfillment",Verified
Robotics,Fetch Robotics (Zebra),USA,https://www.fetchrobotics.com,"10,000+ (Zebra)","$6B+ (Zebra)",2014,Large Enterprise,"On-Demand Automation, Mobile Robots",Verified
Robotics,Robotiq,Canada,https://robotiq.com,"100-200","$20M+",2008,Small Enterprise,"Collaborative Robot Grippers, Sensors",Verified
Robotics,Neurala,USA,https://www.neurala.com,"50-100","$10M+",2006,Small Enterprise,"AI Software for Vision-Based Robots",Verified
AR/VR Hardware,Meta Reality Labs,USA,https://www.meta.com,"86,000+ (Meta)","$135B+ (Meta)",2004,Conglomerate,"Oculus/Meta Quest, AR/VR Research",Verified
AR/VR Hardware,HTC Vive,Taiwan,https://www.vive.com,"5,000+ (HTC)","$1B+ (HTC)",1997,Large Enterprise,"Vive VR Headsets, Enterprise Solutions",Verified
AR/VR Hardware,Sony PlayStation VR,Japan,https://www.playstation.com,"109,700+ (Sony)","$91B+ (Sony)",1946,Conglomerate,"PlayStation VR, Gaming Headsets",Verified
AR/VR Hardware,Microsoft HoloLens,USA,https://www.microsoft.com,"221,000+ (Microsoft)","$211B+ (Microsoft)",1975,Conglomerate,"HoloLens, Mixed Reality, Enterprise AR",Verified
AR/VR Hardware,Magic Leap,USA,https://www.magicleap.com,"500-1,000","$100M+",2010,Medium Enterprise,"Spatial Computing, Enterprise AR",Verified
AR/VR Hardware,Pico Interactive (ByteDance),China,https://www.picoxr.com,"110,000+ (ByteDance)","$85B+ (ByteDance)",2015,Large Enterprise,"Pico VR Headsets, Standalone VR",Verified
AR/VR Hardware,Varjo,Finland,https://varjo.com,"200+","$50M+",2016,Medium Enterprise,"High-Resolution VR/XR, Professional",Verified
AR/VR Hardware,Epson Moverio,Japan,https://epson.com/moverio,"76,000+ (Epson)","$10B+ (Epson)",1942,Large Enterprise,"Smart Glasses, BT-40, Enterprise AR",Verified
AR/VR Hardware,Nreal,China,https://www.nreal.com,"200+","$50M+",2017,Medium Enterprise,"Consumer AR Glasses, Light",Verified
AR/VR Hardware,Vuzix,USA,https://www.vuzix.com,"100+","$15M+",1997,Small Enterprise,"Smart Glasses, Enterprise AR",Verified
AR/VR Hardware,Rokid,China,https://www.rokid.com,"500+","$100M+",2014,Medium Enterprise,"AR Glasses, AI + AR Solutions",Verified
AR/VR Hardware,Lynx Mixed Reality,France,https://www.lynx-r.com,"<50","$5M+",2019,Small Enterprise,"Lynx R-1, Standalone Mixed Reality Headset",Verified
AR/VR Hardware,XREAL (formerly Nreal),China,https://www.xreal.com,"200+","$50M+",2017,Medium Enterprise,"Consumer AR Glasses, Air",Verified
AR/VR Hardware,Shiftall (Panasonic),Japan,https://shiftall.net,"270,000+ (Panasonic)","$70B+ (Panasonic)",1918,Conglomerate,"VR Accessories, MeganeX VR Headset",Verified
AR/VR Hardware,Ultraleap,UK,https://www.ultraleap.com,"100+","$20M+",2013,Small Enterprise,"Hand Tracking, Haptic Feedback",Verified
AR/VR Hardware,Qualcomm Snapdragon Spaces,USA,https://www.qualcomm.com,"51,000+ (Qualcomm)","$38B+ (Qualcomm)",1985,Conglomerate,"AR Developer Platform, XR Chipset",Verified
AR/VR Hardware,Mojo Vision,USA,https://www.mojo.vision,"50-100","$200M+",2015,Small Enterprise,"Smart Contact Lenses, Invisible Computing",Verified
AR/VR Hardware,Immersed,USA,https://immersed.com,"50-100","$10M+",2017,Small Enterprise,"VR Collaboration, Virtual Workspaces",Verified
AR/VR Hardware,8th Wall,USA,https://www.8thwall.com,"<50","N/A (Acquired)",2016,Small Enterprise,"WebAR Development Platform",Verified
Open-Source Platforms,GitHub (Microsoft),USA,https://github.com,"221,000+ (Microsoft)","$211B+ (Microsoft)",2008,Conglomerate,"Code Hosting, Version Control, Collaboration",Verified
Open-Source Platforms,GitLab,USA,https://about.gitlab.com,"2,000+","$500M+",2014,Large Enterprise,"DevOps Platform, CI/CD, Repository Management",Verified
Open-Source Platforms,Apache Software Foundation,USA,https://apache.org,"N/A (Foundation)","N/A (Sponsor)",1999,Small Enterprise,"Apache HTTP Server, Hadoop, Kafka",Verified
Open-Source Platforms,Linux Foundation,USA,https://www.linuxfoundation.org,"N/A (Foundation)","N/A (Sponsor)",2000,Small Enterprise,"Linux Kernel, Kubernetes, CNCF",Verified
Open-Source Platforms,Mozilla,USA,https://www.mozilla.org,"1,000+","$500M+ (Non-Profit)",1998,Medium Enterprise,"Firefox, MDN, Open Web Advocacy",Verified
Open-Source Platforms,WordPress (Automattic),USA,https://wordpress.org,"2,000+ (Automattic)","$200M+",2005,Medium Enterprise,"WordPress CMS, Blogging Platform",Verified
Open-Source Platforms,Drupal Association,USA,https://www.drupal.org,"N/A (Association)","N/A",2001,Small Enterprise,"Drupal CMS, Community Support",Verified
Open-Source Platforms,Red Hat OpenShift,USA,https://www.redhat.com,"19,000+ (Red Hat)","$5B+ (Red Hat)",1993,Large Enterprise,"OpenShift, Kubernetes Platform",Verified
Open-Source Platforms,CNCF (Cloud Native),USA,https://www.cncf.io,"N/A (Foundation)","N/A (Sponsor)",2015,Small Enterprise,"Kubernetes, Prometheus, Cloud Native Ecosystem",Verified
